1788213404.614,3944F1,,,47.5133,-2.1234,21000,492,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.5137,-2.1248,20998,124,385,0,224
1788213406.614,43BF3D,,,46.7998,-1.8548,18000,539,4,4,"rx-003,rx-000,rx-002,rx-001",1,46.8000,-1.8548,18001,33,335,0,414
1788213406.614,3944F1,,,47.5112,-2.1202,21000,483,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.5115,-2.1204,20998,125,387,0,232
1788213408.614,3944F1,,,47.5078,-2.1127,21000,754,4,4,"rx-003,rx-000,rx-001,rx-002",1,47.5094,-2.1153,20999,124,394,0,223
1788213408.614,AE01CE,,,47.1121,-0.6038,25000,5976,4,4,"rx-002,rx-001,rx-000,rx-004",0,0
1788213408.614,43BF3D,,,46.8053,-1.8506,18000,518,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8037,-1.8515,18002,33,351,0,365
1788213409.614,3944F1,,,47.5079,-2.1124,21000,471,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.5083,-2.1130,20999,124,395,0,213
1788213410.614,43BF3D,,,46.8076,-1.8485,18000,512,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8069,-1.8486,18002,33,358,0,334
1788213412.614,43BF3D,,,46.8079,-1.8471,18000,522,4,4,"rx-003,rx-000,rx-002,rx-001",1,46.8092,-1.8463,18001,33,352,0,322
1788213412.614,3944F1,,,47.5043,-2.1061,21000,462,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.5048,-2.1061,21001,125,402,0,236
1788213413.614,3944F1,,,47.5036,-2.1044,21000,459,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.5038,-2.1040,21000,125,402,0,226
1788213415.614,3944F1,,,47.5013,-2.0991,21000,450,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.5015,-2.0995,21000,125,404,0,233
1788213416.615,43BF3D,,,47.2034,-1.2562,18000,209,3,3,"rx-000,rx-002,rx-001",0,0
1788213417.614,3944F1,,,47.4982,-2.0936,21000,702,4,4,"rx-003,rx-000,rx-001,rx-002",1,47.4994,-2.0950,21001,125,405,0,212
1788213418.615,43BF3D,,,46.8165,-1.8394,18000,494,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8171,-1.8388,18001,33,350,0,354
1788213418.615,3944F1,,,47.4986,-2.0934,21000,440,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4985,-2.0929,21000,125,401,0,202
1788213419.615,3944F1,,,47.4967,-2.0902,21000,434,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4972,-2.0905,21000,125,405,0,196
1788213420.614,43BF3D,,,46.8195,-1.8365,18000,498,4,4,"rx-003,rx-000,rx-002,rx-001",1,46.8198,-1.8363,18000,33,349,0,331
1788213420.614,AE01CE,,,47.1181,-0.6438,25000,5716,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213421.614,3944F1,,,47.4955,-2.0878,21000,687,4,4,"rx-003,rx-000,rx-001,rx-002",1,47.4952,-2.0867,21000,126,400,0,193
1788213422.614,43BF3D,,,46.8246,-1.8343,18000,481,4,4,"rx-003,rx-000,rx-002,rx-001",1,46.8231,-1.8341,18000,31,353,0,315
1788213422.614,3944F1,,,47.4954,-2.0867,21000,427,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4946,-2.0850,20999,125,389,0,184
1788213423.614,43BF3D,,,46.8273,-1.8322,18000,476,4,4,"rx-003,rx-000,rx-002,rx-001",1,46.8252,-1.8328,18000,31,361,0,290
1788213424.614,3944F1,,,47.4934,-2.0831,21000,419,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4928,-2.0811,20998,125,381,0,193
1788213426.614,43BF3D,,,46.8277,-1.8300,18000,473,4,4,"rx-003,rx-000,rx-002,rx-001",1,46.8290,-1.8293,18000,31,355,0,298
1788213426.615,3944F1,,,47.4907,-2.0771,21000,666,4,4,"rx-003,rx-000,rx-001,rx-002",1,47.4908,-2.0770,20999,125,379,0,190
1788213427.614,3944F1,,,47.4897,-2.0754,21000,407,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4896,-2.0749,21000,125,381,0,181
1788213427.614,43BF3D,,,46.8305,-1.8282,18000,441,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8304,-1.8282,18000,30,355,0,267
1788213428.615,3944F1,,,47.4887,-2.0746,21000,397,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4885,-2.0728,21001,126,380,0,177
1788213429.614,43BF3D,,,46.8338,-1.8244,18000,903,4,4,"rx-000,rx-002,rx-004,rx-001",1,46.8328,-1.8259,18001,31,350,0,258
1788213429.614,AE01CE,,,47.1203,-0.6608,25000,4465,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213430.615,3944F1,,,47.4857,-2.0685,21000,392,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4861,-2.0684,21002,126,386,0,186
1788213431.615,3944F1,,,47.4853,-2.0675,21000,386,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4850,-2.0663,21003,126,387,0,181
1788213433.614,43BF3D,,,46.8387,-1.8214,18000,458,4,4,"rx-003,rx-000,rx-002,rx-001",1,46.8384,-1.8213,18000,30,349,0,290
1788213433.614,3944F1,,,47.4834,-2.0636,21000,408,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4830,-2.0623,21003,127,383,0,191
1788213434.615,43BF3D,,,46.8392,-1.8207,18000,437,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8396,-1.8203,18000,30,346,0,263
1788213434.615,3944F1,,,47.4826,-2.0615,21000,410,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4821,-2.0605,21002,127,379,0,188
1788213435.614,3944F1,,,47.4813,-2.0590,21000,406,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4811,-2.0585,21002,126,376,0,185
1788213436.627,43BF3D,,,46.8417,-1.8182,18000,540,3,3,"rx-003,rx-002,rx-001",0,46.8423,-1.8180,18000,30,345,0,278
1788213437.615,43BF3D,,,46.8481,-1.8176,18000,467,4,4,"rx-003,rx-000,rx-002,rx-004",1,46.8446,-1.8170,18000,28,354,0,258
1788213437.615,3944F1,,,47.4791,-2.0549,21000,642,4,4,"rx-003,rx-000,rx-001,rx-002",1,47.4791,-2.0546,21002,127,373,0,174
1788213438.614,43BF3D,,,46.8438,-1.8162,18000,434,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8455,-1.8160,17999,29,348,0,241
1788213438.614,AE01CE,,,47.1233,-0.6882,25000,4446,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213439.615,3944F1,,,47.4765,-2.0508,21000,635,4,4,"rx-003,rx-000,rx-001,rx-002",1,47.4770,-2.0509,21001,127,370,0,174
1788213440.614,3944F1,,,47.4761,-2.0494,21000,389,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4761,-2.0490,21001,127,368,0,166
1788213440.614,43BF3D,,,46.8477,-1.8132,18000,443,4,4,"rx-003,rx-000,rx-002,rx-001",1,46.8482,-1.8136,17999,29,347,0,248
1788213441.614,43BF3D,,,46.8490,-1.8123,18000,425,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8495,-1.8124,18000,29,346,0,233
1788213442.615,3944F1,,,47.4740,-2.0456,21000,364,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4740,-2.0450,21001,127,367,0,170
1788213443.614,3944F1,,,47.4731,-2.0443,21000,361,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4730,-2.0433,21000,128,363,0,164
1788213444.614,43BF3D,,,46.8540,-1.8096,18000,418,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8538,-1.8092,17999,28,345,0,243
1788213445.615,3944F1,,,47.4719,-2.0423,21000,365,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4713,-2.0400,20998,128,354,0,171
1788213446.614,AE01CE,,,47.1265,-0.7143,25000,3889,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213446.614,3944F1,,,47.4706,-2.0384,21000,362,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4704,-2.0382,20997,128,351,0,167
1788213447.614,43BF3D,,,46.8571,-1.8060,18000,420,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8577,-1.8059,17998,28,342,0,250
1788213447.614,3944F1,,,47.4691,-2.0356,21000,358,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4694,-2.0362,20997,128,351,0,163
1788213448.615,43BF3D,,,46.8586,-1.8045,18000,423,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8590,-1.8047,17999,29,342,0,232
1788213449.615,3944F1,,,47.4669,-2.0317,21000,348,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4673,-2.0323,20997,128,351,0,169
1788213452.614,3944F1,,,47.4639,-2.0258,21000,340,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4642,-2.0265,20998,128,350,0,183
1788213454.614,3944F1,,,47.4616,-2.0205,21000,335,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4621,-2.0223,20999,128,354,0,183
1788213454.614,43BF3D,,,46.8660,-1.7970,18000,400,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8670,-1.7975,18000,30,341,0,270
1788213454.614,AE01CE,,,47.1287,-0.7363,25000,3688,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213455.615,43BF3D,,,46.8672,-1.7954,18000,398,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8681,-1.7960,18000,31,340,0,241
1788213457.628,43BF3D,,,46.8692,-1.7940,18000,443,4,4,"rx-003,rx-002,rx-004,rx-001",1,46.8704,-1.7937,18000,31,336,0,239
1788213457.614,3944F1,,,47.4582,-2.0141,21000,328,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4588,-2.0159,21001,128,359,0,191
1788213458.628,43BF3D,,,46.8706,-1.7929,18000,440,4,4,"rx-003,rx-002,rx-004,rx-001",1,46.8715,-1.7926,18000,31,333,0,226
1788213459.614,3944F1,,,47.4562,-2.0101,21000,322,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4566,-2.0116,21002,128,363,0,187
1788213460.615,43BF3D,,,46.8780,-1.7898,18000,378,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8750,-1.7902,18000,30,342,0,218
1788213462.614,43BF3D,,,46.8805,-1.7865,18000,377,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8785,-1.7874,18001,30,353,0,213
1788213462.614,AE01CE,,,47.1341,-0.7615,25000,3730,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213463.614,43BF3D,,,46.8822,-1.7858,18000,358,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8805,-1.7860,18002,30,360,0,198
1788213463.615,3944F1,,,47.4548,-2.0044,21000,549,4,4,"rx-003,rx-000,rx-001,rx-002",1,47.4525,-2.0027,21003,127,369,0,173
1788213465.614,3944F1,,,47.4515,-1.9976,21000,306,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4510,-1.9989,21000,126,361,0,164
1788213465.614,43BF3D,,,46.8861,-1.7821,18000,352,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8841,-1.7831,18004,30,371,0,196
1788213467.627,43BF3D,,,46.8871,-1.7806,18000,388,4,4,"rx-003,rx-002,rx-004,rx-001",1,46.8871,-1.7805,18004,30,373,0,199
1788213467.615,3944F1,,,47.4503,-1.9953,21000,305,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4496,-1.9952,20998,125,353,0,161
1788213468.615,43BF3D,,,46.8870,-1.7802,18000,377,4,4,"rx-003,rx-000,rx-002,rx-001",1,46.8883,-1.7794,18004,30,370,0,192
1788213469.615,AE01CE,,,47.1343,-0.7752,25000,3501,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213469.615,3944F1,,,47.4470,-1.9883,21000,299,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4476,-1.9907,20999,125,357,0,159
1788213470.615,43BF3D,,,46.8911,-1.7764,18000,366,4,4,"rx-003,rx-000,rx-002,rx-001",1,46.8912,-1.7768,18004,31,372,0,196
1788213470.615,3944F1,,,47.4457,-1.9859,21000,302,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4464,-1.9882,21000,125,362,0,151
1788213471.615,43BF3D,,,46.8916,-1.7750,18000,350,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8925,-1.7754,18003,31,371,0,185
1788213471.615,3944F1,,,47.4443,-1.9845,21000,308,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4452,-1.9858,21001,125,367,0,146
1788213473.615,43BF3D,,,46.8943,-1.7726,18000,367,4,4,"rx-003,rx-000,rx-002,rx-004",1,46.8952,-1.7727,18004,31,371,0,188
1788213474.614,3944F1,,,47.4422,-1.9794,21000,519,4,4,"rx-003,rx-000,rx-001,rx-002",1,47.4423,-1.9796,21001,125,367,0,139
1788213475.614,43BF3D,,,46.8970,-1.7703,18000,339,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.8980,-1.7700,18004,32,371,0,187
1788213475.614,3944F1,,,47.4412,-1.9772,21000,299,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4413,-1.9775,21001,125,367,0,133
1788213476.615,3944F1,,,47.4394,-1.9740,21000,290,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4401,-1.9752,21002,125,371,0,129
1788213477.615,AE01CE,,,47.1376,-0.8023,25000,3581,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213478.615,3944F1,,,47.4374,-1.9698,21000,287,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4380,-1.9708,21003,125,375,0,134
1788213478.615,43BF3D,,,46.9009,-1.7669,18000,334,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9020,-1.7662,18004,32,368,0,194
1788213479.614,43BF3D,,,46.9017,-1.7659,18000,338,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9031,-1.7650,18003,32,364,0,182
1788213479.614,3944F1,,,47.4364,-1.9677,21000,285,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4369,-1.9686,21002,125,377,0,130
1788213480.614,43BF3D,,,46.9035,-1.7644,18000,335,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9044,-1.7637,18003,33,363,0,173
1788213480.614,3944F1,,,47.4353,-1.9654,21000,283,5,5,"rx-004,rx-003,rx-000,rx-001,rx-002",2,47.4359,-1.9664,21002,125,379,0,128
1788213482.615,43BF3D,,,46.9066,-1.7614,18000,326,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9071,-1.7610,18003,33,363,0,174
1788213483.614,43BF3D,,,46.9073,-1.7619,18000,331,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9082,-1.7603,18001,32,355,0,166
1788213484.614,43BF3D,,,46.9079,-1.7609,18000,330,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9092,-1.7594,18000,32,348,0,160
1788213484.614,3944F1,,,47.4314,-1.9589,21000,282,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4317,-1.9581,21004,125,380,0,152
1788213484.615,AE01CE,,,47.1402,-0.8219,25000,3265,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213485.614,43BF3D,,,46.9109,-1.7590,18000,320,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9106,-1.7584,17999,32,347,0,154
1788213485.614,3944F1,,,47.4295,-1.9549,21000,272,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4303,-1.9557,21004,126,386,0,144
1788213486.615,43BF3D,,,46.9126,-1.7581,18000,323,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9121,-1.7574,17998,31,346,0,151
1788213486.615,3944F1,,,47.4289,-1.9543,21000,271,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4292,-1.9537,21004,127,388,0,139
1788213487.614,3944F1,,,47.4276,-1.9518,21000,269,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4280,-1.9516,21004,127,390,0,134
1788213487.614,43BF3D,,,46.9137,-1.7571,18000,322,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9134,-1.7564,17997,31,344,0,147
1788213488.615,3944F1,,,47.4270,-1.9501,21000,275,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4269,-1.9496,21004,127,390,0,131
1788213490.614,3944F1,,,47.4247,-1.9441,21000,261,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4247,-1.9451,21004,127,393,0,136
1788213490.614,43BF3D,,,46.9182,-1.7517,18000,312,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9177,-1.7526,17997,31,347,0,161
1788213491.615,AE01CE,,,47.1441,-0.8435,25000,3454,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213492.615,3944F1,,,47.4234,-1.9412,21000,265,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4227,-1.9409,21004,127,391,0,140
1788213493.615,43BF3D,,,46.9218,-1.7484,18000,311,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9218,-1.7488,17997,31,348,0,173
1788213494.615,3944F1,,,47.4207,-1.9357,21000,258,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4206,-1.9364,21004,127,394,0,141
1788213494.615,43BF3D,,,46.9239,-1.7465,18000,303,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9234,-1.7472,17999,32,352,0,163
1788213495.615,3944F1,,,47.4203,-1.9337,21000,264,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4197,-1.9342,21004,126,392,0,136
1788213496.615,3944F1,,,47.4190,-1.9314,21000,255,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4187,-1.9319,21003,126,392,0,130
1788213497.615,3944F1,,,47.4179,-1.9290,21000,254,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4177,-1.9296,21003,125,393,0,126
1788213497.615,43BF3D,,,46.9275,-1.7427,18000,299,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9276,-1.7431,18001,32,355,0,172
1788213499.616,43BF3D,,,46.9301,-1.7405,18000,295,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9303,-1.7405,18001,33,355,0,170
1788213500.614,43BF3D,,,46.9314,-1.7395,18000,300,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9316,-1.7393,18002,33,355,0,161
1788213500.614,AE01CE,,,47.1465,-0.8656,25000,3860,4,4,"rx-002,rx-001,rx-000,rx-003",0,0
1788213501.615,43BF3D,,,46.9335,-1.7379,18000,292,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9331,-1.7379,18002,33,356,0,153
1788213501.615,3944F1,,,47.4139,-1.9208,21000,255,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4136,-1.9209,21003,125,393,0,146
1788213503.614,3944F1,,,47.4121,-1.9170,21000,246,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4117,-1.9166,21002,125,391,0,144
1788213504.615,3944F1,,,47.4105,-1.9137,21000,251,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4106,-1.9142,21003,125,393,0,136
1788213504.615,43BF3D,,,46.9416,-1.7248,18000,1500,3,3,"rx-000,rx-002,rx-001",0,46.9373,-1.7340,18003,33,357,0,161
1788213505.615,43BF3D,,,46.9394,-1.7325,18000,292,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9388,-1.7325,18004,33,360,0,152
1788213506.615,43BF3D,,,46.9403,-1.7310,18000,291,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9403,-1.7311,18005,33,362,0,146
1788213507.615,AE01CE,,,47.1486,-0.8834,25000,2925,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213507.615,3944F1,,,47.4084,-1.9089,21000,248,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4078,-1.9080,21001,124,388,0,144
1788213508.614,43BF3D,,,46.9433,-1.7283,18000,282,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9432,-1.7282,18006,33,365,0,148
1788213509.614,43BF3D,,,46.9436,-1.7282,18000,289,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9444,-1.7272,18006,33,361,0,143
1788213509.614,3944F1,,,47.4063,-1.9047,21000,429,4,4,"rx-000,rx-003,rx-001,rx-002",1,47.4058,-1.9039,21004,124,385,0,143
1788213511.615,43BF3D,,,46.9468,-1.7253,18000,286,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9472,-1.7246,18006,33,360,0,147
1788213511.615,3944F1,,,47.4038,-1.8994,21000,236,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.4039,-1.8995,21004,124,386,0,139
1788213512.614,43BF3D,,,46.9471,-1.7261,18000,276,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9483,-1.7240,18005,32,351,0,140
1788213512.615,3944F1,,,47.4383,-1.7308,21000,190,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,0
1788213513.615,AE01CE,,,47.1499,-0.8992,25000,2563,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
1788213514.614,3944F1,,,47.4008,-1.8949,21000,408,4,4,"rx-000,rx-003,rx-001,rx-002",1,47.4009,-1.8939,21007,124,379,0,148
1788213515.616,43BF3D,,,46.9521,-1.7216,18000,263,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9523,-1.7206,18004,32,347,0,150
1788213515.616,3944F1,,,47.3987,-1.8920,21000,230,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.3993,-1.8916,21008,126,386,0,134
1788213516.615,3944F1,,,47.3979,-1.8902,21000,229,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.3981,-1.8895,21007,126,388,0,126
1788213517.615,3944F1,,,47.3973,-1.8888,21000,228,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.3971,-1.8876,21007,126,386,0,120
1788213517.615,43BF3D,,,46.9543,-1.7196,18000,268,5,5,"rx-003,rx-000,rx-002,rx-004,rx-001",2,46.9549,-1.7186,18003,31,340,0,150
1788213518.615,3944F1,,,47.3962,-1.8861,21000,227,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.3960,-1.8856,21006,126,385,0,115
1788213519.615,3944F1,,,47.3957,-1.8853,21000,227,5,5,"rx-004,rx-000,rx-003,rx-001,rx-002",2,47.3951,-1.8838,21005,126,380,0,112
1788213519.615,43BF3D,,,46.9567,-1.7169,18000,284,4,4,"rx-003,rx-000,rx-002,rx-001",1,46.9574,-1.7165,18003,30,336,0,155
1788213519.615,AE01CE,,,47.1521,-0.9151,25000,2503,5,5,"rx-002,rx-001,rx-000,rx-004,rx-003",1,0
